,date,startup,vertical,subvertical,city,investor,round,amount
1646,2016-06-28,Hello Tax,ecommerce,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed/Angel,2.36
1647,2016-06-28,MySuperBrain,ecommerce,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed/Angel,0.0
1648,2016-06-28,BlogBeats,ecommerce,Online Blogging Platform,Bangalore,Undisclosed Investor,Seed/Angel,0.0
1649,2016-06-29,LetReach,ecommerce,ECommerce SAAS Solutions,New Delhi,vCommission,PrivateEquity,0.8
1650,2016-06-29,TrendieApp,tech,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed/Angel,0.4
1651,2016-06-29,ImpactGuru,ecommerce,Crowdfunding Platform,Mumbai,Piyush Jain,Seed/Angel,0.0
1652,2016-06-29,Velvetcase,ecommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",PrivateEquity,12.0
1653,2016-06-30,Meru Cabs,ecommerce,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,PrivateEquity,200.0
1654,2016-06-30,Campus Diaries,ecommerce,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed/Angel,1.76
1655,2016-06-30,Scripbox,ecommerce,Online Mutual Fund Investment platform,Bangalore,"Omidyar Network, Accel Partners & existing investors",PrivateEquity,0.0
1656,2016-06-30,Biryani Blues,food,QSR Chain,Gurgaon,Carpediem Capital & Others,PrivateEquity,2.944
1657,2016-05-01,MotoMojo,ecommerce,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed/Angel,0.0
1658,2016-05-01,Get My Parking,tech,Parking Technology Platform,New Delhi,The Chennai Angels,Seed/Angel,3.008
1659,2016-05-01,Prescribez,ecommerce,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed/Angel,1.16
1660,2016-05-02,Airwood,tech,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed/Angel,0.0
1661,2016-05-03,Mobikwik,ecommerce,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",PrivateEquity,400.0
1662,2016-05-03,iDreamCareer,ecommerce,Career Planning Services Portal,New Delhi,Brand Capital,PrivateEquity,0.0
1663,2016-05-03,Zwayam,ecommerce,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed/Angel,2.0
1664,2016-05-03,BoiBanit,ecommerce,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed/Angel,0.0
1665,2016-05-03,Zuver,ecommerce,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed/Angel,1.44
1666,2016-05-03,Prepathon,edtech,Competitive Exam learning platform,Mumbai,Blume Ventures,PrivateEquity,0.0
1667,2016-05-04,EasyRoads,ecommerce,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed/Angel,1.6
1668,2016-05-04,Lenskart,ecommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",PrivateEquity,480.0
1669,2016-05-04,Seclore,tech,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",PrivateEquity,96.0
1670,2016-05-04,SolarTown,tech,Solar Rooftop system installation company,Chennai,Grex.in,Seed/Angel,1.6
1671,2016-05-04,Comarete,tech,Telecom & Media IT services company,Pune,Grex.in,Seed/Angel,1.6
1672,2016-05-04,MyDentistChoice,ecommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed/Angel,1.2
1673,2016-05-04,Active,tech,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed/Angel,4.0
1674,2016-05-04,Affordplan,tech,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed/Angel,4.0
1675,2016-05-04,Indee,ecommerce,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed/Angel,4.0
1676,2016-05-05,Unbxd,tech,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",PrivateEquity,0.0
1677,2016-05-05,WebAlligator,ecommerce,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed/Angel,3.0
1678,2016-05-06,EduAce Services,edtech,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,PrivateEquity,8.0
1679,2016-05-06,Meesho,ecommerce,Social commerce platform,Bangalore,Rajul Garg & Others,Seed/Angel,0.0
1680,2016-05-07,Zebroads,transport_mobility,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed/Angel,0.6
1681,2016-05-09,Locus,tech,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",PrivateEquity,22.0
1682,2016-05-09,Toko Innovations,ecommerce,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed/Angel,3.6
1683,2016-05-09,Rentickle,ecommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed/Angel,2.0
1684,2016-05-10,HealthifyMe,ecommerce,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",PrivateEquity,48.0
1685,2016-05-10,Zarget,ecommerce,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",PrivateEquity,12.0
1686,2016-05-10,InnoNano Research,tech,Clean Water Technology,Chennai,NanoHoldings,PrivateEquity,144.0
1687,2016-05-10,SchoolWear,ecommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed/Angel,12.0
1688,2016-05-10,Swiggy,ecommerce,Food Delivery Platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",PrivateEquity,56.0
1689,2016-05-11,Zenify,ecommerce,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,PrivateEquity,7.2
1690,2016-05-11,Faircent,ecommerce,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",PrivateEquity,0.0
1691,2016-05-11,Fractal Analytics,tech,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,PrivateEquity,800.0
1692,2016-05-12,Unacademy,ecommerce,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed/Angel,4.0
1693,2016-05-12,Capital Float,ecommerce,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",PrivateEquity,200.0
1694,2016-05-12,Life Circle,health,Senior Healthcare Services,Hyderabad,GROUPE SOS,PrivateEquity,1.2
1695,2016-05-12,Dream Wallets,ecommerce,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed/Angel,0.0
1696,2016-05-12,ShabdNagari,ecommerce,Hindi social networking portal,Kanpur,ah! Ventures,Seed/Angel,0.0
1697,2016-05-12,Galleri5,ecommerce,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed/Angel,0.0
1698,2016-05-12,Derbii,transport_mobility,Carpooling Services,Gurgaon,Anurag Chauhan,Seed/Angel,0.0
1699,2016-05-13,StayZilla,ecommerce,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",PrivateEquity,108.0
1700,2016-05-13,WoW Express,transport_mobility,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,PrivateEquity,17.6
1701,2016-05-16,Smartivity,ecommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",PrivateEquity,8.0
1702,2016-05-16,BedBathMore,ecommerce,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",PrivateEquity,0.0
1703,2016-05-17,Murgency,ecommerce,Medical Emergency Response App,Mumbai,Rata Tata,PrivateEquity,0.0
1704,2016-05-17,Crownit,ecommerce,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",PrivateEquity,0.0
1705,2016-05-17,Blinge,ecommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed/Angel,0.0
1706,2016-05-18,TheSmartQ,ecommerce,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed/Angel,2.0
1707,2016-05-18,PurpleHealth,ecommerce,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed/Angel,0.8
1708,2016-05-18,Fundamentor,edtech,Aptitude Development Program,Pune,Subramanya SV,Seed/Angel,0.0
1709,2016-05-18,EduPristine,edtech,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",PrivateEquity,80.0
1710,2016-05-18,BhiveWorkspace,media_entertainment,Co-Working Spaces,Bangalore,Blume Ventures,PrivateEquity,8.0
1711,2016-05-18,Parentlane,ecommerce,Parenting & Child Care app,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed/Angel,0.0
1712,2016-05-19,Appie,ecommerce,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed/Angel,8.0
1713,2016-05-19,Niki,tech,Artificial Intelligence Platform,Bangalore,Ratan Tata,PrivateEquity,0.0
1714,2016-05-19,TaxiVaxi,ecommerce,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed/Angel,4.0
1715,2016-05-19,Veqta,ecommerce,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed/Angel,4.0
1716,2016-05-20,i2ifunding,ecommerce,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed/Angel,2.4
1717,2016-05-23,EduRev,ecommerce,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed/Angel,0.0
1718,2016-05-23,Hoppingo,ecommerce,Fashion Discovery platform,New Delhi,vCommission,Seed/Angel,0.712
1719,2016-05-24,Eatonomist,ecommerce,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed/Angel,0.0
1720,2016-05-24,Goalwise,ecommerce,Online investment platform,Bangalore,Undisclosed HNIs,Seed/Angel,8.0
1721,2016-05-25,Roast,ecommerce,Mobile entertainment App,New Delhi,Indian Angel Network,Seed/Angel,0.0
1722,2016-05-25,Address Health,health,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,PrivateEquity,12.0
1723,2016-05-25,Arcatron Mobility,tech,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed/Angel,0.8
1724,2016-05-25,SheThePeople,ecommerce,Digital platform for Women,New Delhi,Anand Mahindra,Seed/Angel,0.0
1725,2016-05-26,Cleartax,ecommerce,Online Income Tax Filing platform,Bangalore,"FF Angel, Sequoia Capital",PrivateEquity,16.0
1726,2016-05-26,Consure Medical,health,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",PrivateEquity,0.0
1727,2016-05-26,mChamp,ecommerce,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed/Angel,3.8
1728,2016-05-27,Pianta,ecommerce,Online healthcare service discovery platform,Bangalore,"Kunal Shah, Sandeep Tandon",Seed/Angel,0.0
1729,2016-05-30,Vahanalytics,tech,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed/Angel,1.6
1730,2016-05-31,Play Your Sport,ecommerce,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Seed/Angel,0.0
1731,2016-05-31,Koovs,ecommerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,PrivateEquity,35.2
1732,2016-05-31,CCavenue,ecommerce,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,PrivateEquity,71.2
1733,2016-05-31,1mg,ecommerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments,PrivateEquity,0.0
1734,2016-05-31,Tpot,food,QSR Chain,Gurgaon,Ashish Gupta,Seed/Angel,0.0
1735,2016-05-31,MachaDalo,ecommerce,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed/Angel,1.4
1736,2016-04-01,Dil Mil,ecommerce,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",PrivateEquity,21.6
1737,2016-04-01,PicsDream,ecommerce,Online Marketplace for Photographers,Delhi,Raman Roy,Seed/Angel,0.0
1738,2016-04-01,Process 9,ecommerce,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed/Angel,0.0
1739,2016-04-04,Housing,ecommerce,Real Estate Portal,Mumbai,Vineet Singh,PrivateEquity,0.0
1740,2016-04-04,Roll Mafia,food,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Seed/Angel,0.0
1741,2016-04-04,Hungama,ecommerce,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,PrivateEquity,200.0
1742,2016-04-04,Highway Delite,ecommerce,Various Highway Help Services,Bangalore,N.S. Raghavan Centre for Entrepreneurial Learning,Seed/Angel,0.0
1743,2016-04-05,Cult Fitness,health,Healthcare training programs,Bangalore,Mukesh Bansal,Seed/Angel,0.0
1744,2016-04-05,Haptik,tech,Personal Assistant App,Mumbai,Times Internet Ltd,PrivateEquity,0.0
1745,2016-04-05,Servify,ecommerce,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",PrivateEquity,0.0
1746,2016-04-06,Shipsy,transport_mobility,Logistics Solutions,Gurgaon,DTDC Express Ltd,PrivateEquity,8.0
1747,2016-04-06,gear6,ecommerce,Online bike service and repairs platform,Bangalore,Ninestarter,Seed/Angel,4.0
1748,2016-04-06,MyGlamm,ecommerce,Mobile based on-demand Beauty Services platform,Mumbai,L\\xe2\\x80\\x99Occitane,PrivateEquity,48.0
1749,2016-04-06,Petoo,ecommerce,Online Food Delivery Platform,Bangalore,Axilor Ventures,PrivateEquity,8.0
1750,2016-04-07,Truly Social,ecommerce,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,PrivateEquity,0.0
1751,2016-04-08,Little Black Book,ecommerce,"Curated Food, event & Lifestyle guide",New Delhi,"IDG, Indian Angel Network",Seed/Angel,0.0
1752,2016-04-08,Vahan,edtech,Mobile Education Platform,Chennai,Villgro,Seed/Angel,0.0
1753,2016-04-08,imedilane,ecommerce,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed/Angel,0.32
1754,2016-04-11,Living Local,ecommerce,Social discovery platform,Mumbai,Rattan Chadha,Seed/Angel,1.6
1755,2016-04-11,Vegfru,ecommerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed/Angel,0.0
1756,2016-04-11,Oyo,ecommerce,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",PrivateEquity,800.0
1757,2016-04-11,PriceRaja,ecommerce,Price Comparison Portal,Gurgaon,Prashant Puri,Seed/Angel,2.4
1758,2016-04-12,MagicX,ecommerce,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed/Angel,8.0
1759,2016-04-12,Happydemic,ecommerce,Artist Discovery & Booking platform,Mumbai,Shaan,Seed/Angel,0.0
1760,2016-04-12,LenDenClub,fintech,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed/Angel,0.0
1761,2016-04-12,Indi,ecommerce,Video Social Network,,Anil Kapoor,Seed/Angel,0.0
1762,2016-04-13,Legalraasta,ecommerce,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed/Angel,8.0
1763,2016-04-13,RainCan,ecommerce,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed/Angel,1.2
1764,2016-04-13,Hippily,ecommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed/Angel,2.0
1765,2016-04-13,kredX,ecommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bangalore,"Prime Venture Partners,",Seed/Angel,6.0
1766,2016-04-14,Wedwise,ecommerce,Wedding related services community,New Delhi,StartUp Equity Partners,Seed/Angel,0.0
1767,2016-04-14,BeaconsTalk,tech,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed/Angel,0.8
1768,2016-04-15,Deal 4Loans,ecommerce,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed/Angel,0.0
1769,2016-04-15,RenewBuy,ecommerce,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed/Angel,8.0
1770,2016-04-15,Blue Box Media,ecommerce,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed/Angel,0.0
1771,2016-04-15,Vyomo,ecommerce,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,PrivateEquity,120.0
1772,2016-04-15,Organicshop,ecommerce,Marketplace for organic products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed/Angel,0.0
1773,2016-04-15,MInd Your Fleet,ecommerce,Car Rental Software,Noida,Undisclosed Investors,Seed/Angel,0.0
1774,2016-04-15,NestAway,ecommerce,Furnished Home Rental Platform,Bangalore,Tiger Global,PrivateEquity,240.0
1775,2016-04-15,Tapchief,ecommerce,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed/Angel,1.2
1776,2016-04-18,Rapido,ecommerce,Bike Aggregator App,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",PrivateEquity,0.0
1777,2016-04-18,Yufta,ecommerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bangalore,Ajay Data & other HNIs,Seed/Angel,0.0
1778,2016-04-18,Smytten,ecommerce,Online Discovery and Shopping Platform,Gurgaon,Rajan Anandan,Seed/Angel,0.0
1779,2016-04-18,Houssup,ecommerce,interior design and home furnishing portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed/Angel,0.0
1780,2016-04-18,Jugnoo,ecommerce,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,PrivateEquity,80.0
1781,2016-04-18,Tork Motocycles,transport_mobility,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed/Angel,0.0
1782,2016-04-19,Betaout,ecommerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",PrivateEquity,12.0
1783,2016-04-19,DriversCart,ecommerce,on-demand chauffeur provider,Chennai,ah! Ventures,Seed/Angel,3.6
1784,2016-04-19,LensKart,ecommerce,Eyewear etailing platform,New Delhi,Ratan Tata,PrivateEquity,0.0
1785,2016-04-19,CollegeDekho,ecommerce,College & Student information platform,New Delhi,Man Capital,PrivateEquity,16.0
1786,2016-04-19,OYOfit,ecommerce,Fitness Services Aggregator platform,Bangalore,RN Agarwal,Seed/Angel,0.0
1787,2016-04-19,Oliveboard,ecommerce,Online exam practice & preparation platform,Bangalore,India Educational Investment Fund,PrivateEquity,0.0
1788,2016-04-19,Simplilearn,ecommerce,Online certification platform,Bangalore,Brand Capital,PrivateEquity,0.0
1789,2016-04-20,1mg,ecommerce,Online Pharmacy,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",PrivateEquity,120.0
1790,2016-04-20,Fashalot,ecommerce,Fashion and Store discovery mobile app,New Delhi,"YourNest Angel Fund, Rajul Garg",Seed/Angel,0.0
1791,2016-04-20,Broomberg,ecommerce,Cleaning Services Provider,New Delhi,Undisclosed Angel investors & HNIs,Seed/Angel,0.0
1792,2016-04-21,m,ecommerce,Loyalty rewards platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed/Angel,0.0
1793,2016-04-21,Yufta,ecommerce,hyperlocal fashion retail platform,Jaipur,Ajay Data & undisclosed HNIs,Seed/Angel,0.0
1794,2016-04-21,mishTag,ecommerce,"Style, Fashion Discovery Mobile app",New Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed/Angel,0.0
1795,2016-04-21,Advanced Structures India,transport_mobility,Automotive Design and Engineering company,Bangalore,GirnarSoft,PrivateEquity,0.0
1796,2016-04-22,Licious,ecommerce,Mobile based Meat ordering App,Bangalore,Mayfield India II Management Ltd,PrivateEquity,24.0
1797,2016-04-22,Knolskae,ecommerce,Educational Gamification & Simulation platform,Bangalore,"Inventus Capital Partners, HR Fund",PrivateEquity,0.0
1798,2016-04-22,Druva,tech,Converged Backup & Data Protection Solutions for Enterprises,Pune,"NTT Finance, Telephone Corporation",PrivateEquity,0.0
1799,2016-04-22,TOKO Innovation Studios,ecommerce,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,Indian Angel network,Seed/Angel,3.6
1800,2016-04-25,Commut,ecommerce,Shuttle Service Provider,Hyderabad,50K Ventures,Seed/Angel,1.6
1801,2016-04-25,intouchapp,ecommerce,Contact Management Mobile App,Pune,Blume Ventures,Seed/Angel,0.0
1802,2016-04-25,Dropkaffe,food,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed/Angel,4.4
1803,2016-04-26,Transerv,ecommerce,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",PrivateEquity,120.0
1804,2016-04-26,ClearTax,ecommerce,Online filing of Tax returns,Bangalore,"Max Levchin, Scott Banister",PrivateEquity,10.4
1805,2016-04-26,Roposo,ecommerce,Social Fashion ECommerce Discovery platform,Gurgaon,Bertelsmann India Investments,PrivateEquity,120.0
1806,2016-04-27,MilkBasket,ecommerce,Micro Grocery Delivery Platform,Gurgaon,EVC Ventures,Seed/Angel,4.0
1807,2016-04-27,CareonGO,ecommerce,Online Pharmacy,,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed/Angel,0.0
1808,2016-04-27,RailYatri,ecommerce,Train Related Information portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",PrivateEquity,0.0
1809,2016-04-27,ICHR,ecommerce,Mobile based Children health Information app,New Delhi,Undisclosed,Seed/Angel,3.6
1810,2016-04-27,Murgency,ecommerce,Medical Emergency Response App,Mumbai,Axilor Ventures,PrivateEquity,0.0
1811,2016-04-28,The Wedding Brigade,ecommerce,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed/Angel,4.8
1812,2016-04-28,DocsApp,ecommerce,Online Doctor Discovery & Chat platform,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",PrivateEquity,9.6
1813,2016-04-29,Impact Guru,ecommerce,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed/Angel,4.0
1814,2016-04-29,LetReach,ecommerce,ECommerce SAAS Solutions,New Delhi,vCommission,PrivateEquity,0.8
1815,2016-03-01,DriveU,ecommerce,Chauffeurs Discovery for private car owners,Bangalore,Unitus Seed Fund,Seed/Angel,0.0
1816,2016-03-01,Gympik,ecommerce,"Fitness Centres, Gym Discovery online marketplace",Bangalore,RoundGlass Partners,PrivateEquity,0.0
1817,2016-03-01,Testbook,ecommerce,Online Test Preparation Platform,Mumbai,S Chand & Co,PrivateEquity,0.0
1818,2016-03-01,IQlect,tech,Big Data Analytics Platform,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",PrivateEquity,0.0
1819,2016-03-02,MoMark,ecommerce,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,PrivateEquity,4.8
1820,2016-03-02,Skedool,ecommerce,AI based Office Assistant Mobile App,Seattle / Bangalore,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed/Angel,0.0
1821,2016-03-02,Systemantics,tech,Industrial robots maker,Bangalore,"Nandan Nilekani, Accel Partners",PrivateEquity,11.2
1822,2016-03-03,Vertuals,tech,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed/Angel,0.0
1823,2016-03-03,Imarticus Learning,edtech,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",PrivateEquity,8.0
1824,2016-03-03,Shouut,ecommerce,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed/Angel,4.0
1825,2016-03-04,TinyStep,ecommerce,Parenting Social Network Platform,Bangalore,Matt Glickman,PrivateEquity,0.0
1826,2016-03-04,Aahaa,ecommerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",PrivateEquity,8.0
1827,2016-03-04,Arcatron Mobility,tech,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed/Angel,0.0
1828,2016-03-04,FTCash,ecommerce,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed/Angel,1.2
1829,2016-03-04,Civilsdaily,ecommerce,Civil Services News Aggregator,New Delhi,Manoj Kumar & Other undisclosed investors,Seed/Angel,0.0
1830,2016-03-04,Zappka,ecommerce,Mobile App discovery and review platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed/Angel,0.8
1831,2016-03-04,Tarusa World,ecommerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed/Angel,0.0
1832,2016-03-04,medECUBE,health,Healthcare related Services provider,Gurgaon,Artiman Ventures,PrivateEquity,32.0
1833,2016-03-07,N,ecommerce,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed/Angel,4.0
1834,2016-03-07,Ninjacart,ecommerce,B2B marketplace for Farmers & Retailers,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",PrivateEquity,24.0
1835,2016-03-07,Reach,ecommerce,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed/Angel,4.0
1836,2016-03-07,Vanity Cube,ecommerce,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed/Angel,2.0
1837,2016-03-07,Wooplr,ecommerce,Curated Fashion ECommerce portal,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed/Angel,0.0
1838,2016-03-07,Medidaili,ecommerce,Medical Support service platform,Bangalore,Undisclosed private investors,Seed/Angel,0.8
1839,2016-03-08,Finomena,tech,Credit Worthiness Big Data Analytics,New Delhi,Matrix Partners India,PrivateEquity,0.0
1840,2016-03-08,Cookaroo,ecommerce,Food Delivery Platform,Bangalore,Vijay Krishna Yadav,Seed/Angel,0.0
1841,2016-03-08,vPhrase Analytics,tech,AI based data analytics platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed/Angel,0.0
